client,age,education,emploi,categorie,adresse,revenus,debcred,debcarte,autres,defaut
2220,33,Niveau bac,1,12,14,20.7,10.25,0.18459225,1.93715775,Oui
2221,40,Bac+2,15,12,16,39.8,11.91,0.91485474,3.82532526,Non
2222,49,Niveau bac,5,12,14,31.7,1.23,0.1520649,0.2378451,Non
2223,22,Bac+2,2,12,1,29.0,3.16,0.1667848,0.7496152,Non
2224,25,Bac+4,0,12,2,29.0,15.7,1.825753,2.727247,Oui
2225,35,Niveau bac,15,12,5,43.1,10.45,1.6034062,2.9005438,Non
2226,29,Bac+3,5,12,10,18.3,6.6,0.6425496,0.5652504,Non
2227,999,Bac+3,1,12,14,26.2,13.72,1.31563824,2.27900176,Oui
2228,19,Niveau bac,0,12,0,20.0,11.7,1.16532,1.17468,Oui
2229,39,Bac+2,5,12,5,24.5,1.8,0.035721,0.405279,Non
2230,44,Niveau bac,9,12,15,34.7,12.15,1.97732745,2.23872255,Non
2231,30,Bac+3,3,12,6,34.0,14.3,2.255968,2.606032,Oui
2232,38,Niveau bac,11,12,10,33.0,10.5,1.58697,1.87803,Non
2233,34,Bac+4,1,12,2,69.8,12.62,2.70428932,6.10447068,Oui
2234,40,Bac+3,4,12,11,49.9,6.01,0.49183436,2.50715564,Non
2235,45,Bac+4,13,12,26,145.2,2.22,1.01216016,2.21127984,Non
2236,25,Niveau bac,7,12,5,17.2,10.27,0.27556464,1.49087536,Oui
2237,27,Bac+3,5,12,8,15.8,2.09,0.02179452,0.30842548,Non
2238,19,Bac+2,0,12,0,19.0,4.4,0.0627,0.7733,Non
2239,18,Bac+2,0,12,0,22.0,1.5,0.13332,0.19668,Non
2240,41,Bac+4,15,12,12,127.0,18.2,18.121376,4.992624,Non
2241,38,Bac+2,7,12,8,31.6,5.77,0.88248688,0.94083312,Non
2242,27,Bac+2,6,12,3,57.2,5.05,1.718717,1.169883,Non
2243,26,Bac+2,1,12,3,42.0,1.5,0.08379,0.54621,Oui
2244,999,Bac+2,0,12,0,19.0,1.5,0.061845,0.223155,Non
2245,29,Niveau bac,1,12,7,23.4,3.92,0.08347248,0.83380752,Non
2246,35,Bac+2,8,12,6,36.5,1.19,0.1207493,0.3136007,Non
2247,22,Niveau bac,0,12,1,18.7,2.87,0.04132513,0.49536487,Non
2248,38,Niveau bac,5,12,13,24.6,14.07,2.40208668,1.05913332,Non
2249,29,Bac+2,8,12,7,54.0,20.8,2.63952,8.59248,Oui
2250,33,Niveau bac,16,12,8,54.1,8.75,2.59882875,2.13492125,Non
2251,39,Niveau bac,15,12,18,37.9,4.72,0.71197424,1.07690576,Non
2252,999,Niveau bac,7,12,16,46.1,14.9,2.7956423,4.0732577,Non
2253,32,Niveau bac,5,12,9,35.0,5.8,0.57855,1.45145,Non
2254,28,Niveau bac,2,12,5,27.0,17.99,2.5986555,2.2586445,Oui
2255,48,Bac+2,17,12,8,81.0,30,11.6397,12.6603,Oui
2256,53,Niveau bac,37,12,17,217.7,3.34,1.18520234,6.08597766,Non
2257,51,Niveau bac,32,12,999,133.6,10.37,1.85647888,11.99784112,Non
2258,30,Bac+4,5,12,2,36.9,11.03,1.65651849,2.41355151,Oui
2259,49,Niveau bac,0,12,999,27.3,18.42,0.8045856,4.2240744,Non
2260,999,Niveau bac,5,12,5,34.7,9.05,1.08970145,2.05064855,Oui
2261,29,Bac+2,5,12,1,39.3,10.99,2.90673411,1.41233589,Oui
2262,33,Bac+4,3,12,999,21.0,1.65,0.1334025,0.2130975,Non
2263,43,Bac+2,14,12,18,102.0,3.28,1.120776,2.224824,Non
2264,41,Bac+2,22,12,7,226.0,17.4,7.117644,32.206356,Oui
2265,999,Niveau bac,5,12,2,23.7,6.22,0.25502622,1.21911378,Non
2266,31,Niveau bac,7,12,7,31.8,15.08,0.60422544,4.19121456,Non
2267,22,Bac+4,0,12,1,22.9,12.34,1.271637,1.554223,Non
2268,37,Bac+3,0,12,0,44.8,12.38,1.58622464,3.96001536,Non
2269,23,Bac+3,0,12,1,27.0,14.6,1.16289,2.77911,Non
2270,37,Bac+2,0,12,12,37.3,21.16,4.8145348,3.0781452,Oui
2271,34,Niveau bac,3,12,14,20.7,8.02,0.45155808,1.20858192,Non
2272,37,Niveau bac,5,12,999,26.9,22.56,1.81452336,4.25411664,Oui
2273,33,Niveau bac,17,12,0,27.4,3.44,0.34780464,0.59475536,Non
2274,39,Bac+5 et plus,1,12,10,185.0,7,10.45065,2.49935,Oui
2275,36,Niveau bac,9,12,999,18.5,16.43,1.17630585,1.86324415,Non
2276,28,Niveau bac,8,12,6,27.5,5.29,0.23712425,1.21762575,Non
2277,38,Bac+4,4,12,999,61.0,2.7,0.912438,0.734562,Non
2278,46,Niveau bac,9,12,7,33.7,2.52,0.34224372,0.50699628,Non
2279,37,Bac+3,10,12,6,66.8,7.46,0.8969904,4.0862896,Non
2280,40,Bac+2,13,12,14,48.9,8.98,1.54570944,2.84551056,Non
2281,36,Bac+2,14,12,999,73.3,11.49,1.45703541,6.96513459,Non
2282,45,Bac+2,4,12,18,55.0,27.92,3.839,11.517,Oui
2283,31,Bac+3,0,12,999,25.2,4.96,0.18998784,1.05993216,Oui
2284,39,Niveau bac,10,12,5,27.3,1.46,0.07214298,0.32643702,Non
2285,49,Bac+3,24,12,11,90.0,13.9,8.05644,4.45356,Non
2286,36,Bac+3,11,12,16,69.1,15.09,0.74033049,9.68685951,Non
2287,42,Bac+2,7,12,8,47.0,7.8,1.019148,2.646852,Non
2288,999,Bac+3,16,12,8,71.0,3.3,0.756789,1.586211,Non
2289,48,Niveau bac,11,12,17,45.3,3.81,0.26924508,1.45668492,Non
2290,39,Bac+2,1,12,13,23.9,15.86,0.379054,3.411486,Oui
2291,32,Bac+2,8,12,3,46.8,3.49,0.20089836,1.43242164,Non
2292,59,Bac+3,22,12,22,84.0,16,1.85472,11.58528,Non
2293,25,Bac+3,0,12,4,20.2,5.5,0.129987,0.981013,Oui
2294,50,Bac+3,1,12,0,43.1,3.41,0.53056531,0.93914469,Non
2295,30,Niveau bac,13,12,1,47.5,4.73,0.4448565,1.8018935,Non
2296,29,Bac+4,1,12,8,20.3,12.09,0.9326226,1.5216474,Oui
2297,999,Niveau bac,10,12,8,28.1,11.23,1.7987091,1.3569209,Non
2298,39,Niveau bac,22,12,999,62.8,5.68,1.67294176,1.89409824,Non
2299,27,Bac+3,1,12,3,47.0,4.3,0.897324,1.123676,Non
2300,27,Bac+2,4,12,2,34.0,15.1,0.836842,4.297158,Non
2301,39,Bac+2,9,12,20,40.8,18.23,1.24955712,6.18828288,Non
2302,26,Niveau bac,9,12,1,43.7,2.88,0.31841568,0.94014432,Non
2303,999,Bac+3,5,12,2,40.6,10.54,1.70313752,2.57610248,Non
2304,36,Niveau bac,11,12,2,29.2,7.28,0.8928192,1.2329408,Non
2305,32,Bac+4,4,12,999,48.9,13.52,0.81318744,5.79809256,Non
2306,26,Bac+2,4,12,3,22.0,6.7,0.033902,1.440098,Non
2307,45,Bac+4,7,12,0,152.7,13.76,9.2450688,11.7664512,Oui
2308,53,Niveau bac,15,12,30,36.3,18.6,3.1193316,3.6324684,Non
2309,59,Bac+4,19,12,21,174.0,27.9,16.408548,32.137452,Oui
2310,39,Niveau bac,18,12,20,66.3,6.8,2.7816828,1.7267172,Non
2311,47,Bac+2,9,12,8,72.5,3.62,1.369989,1.254511,Non
2312,27,Bac+4,1,12,2,21.0,14.4,0.517104,2.506896,Non
2313,34,Bac+3,12,12,14,94.7,17.41,1.4838543,15.0034157,Non
2314,37,Bac+2,18,12,14,33.9,2.05,0.14385465,0.55109535,Non
2315,32,Niveau bac,4,12,999,28.5,14,0.56658,3.42342,Oui
2316,999,Niveau bac,15,12,8,41.5,12.83,1.9806954,3.3437546,Non
2317,33,Niveau bac,17,12,13,76.4,7.18,3.52718936,1.95833064,Non
2318,38,Niveau bac,17,12,3,68.4,30.73,6.78924036,14.23007964,Oui
2319,38,Niveau bac,18,12,18,77.9,3.64,2.16353228,0.67202772,Non
2320,26,Niveau bac,10,12,999,19.8,16.23,0.8355204,2.3780196,Non
2321,21,Bac+3,0,12,999,44.0,6.3,1.291752,1.480248,Non
2322,30,Bac+2,7,12,3,24.4,15.82,0.9457196,2.9143604,Non
2323,32,Bac+3,5,12,8,52.0,5.9,1.346852,1.721148,Non
2324,27,Bac+3,4,12,5,40.0,13.2,3.72768,1.55232,Non
2325,34,Bac+2,1,12,2,23.5,18.24,2.850456,1.435944,Non
2326,43,Bac+5 et plus,3,12,8,30.0,3.1,0.34224,0.58776,Non
2327,23,Niveau bac,5,12,1,23.0,24.3,3.504303,2.084697,Oui
2328,28,Bac+2,3,12,4,23.5,3.65,0.5952785,0.2624715,Non
2329,30,Niveau bac,1,12,1,18.9,1.08,0.07919856,0.12492144,Non
2330,42,Bac+2,20,12,16,117.0,23.3,12.730887,14.530113,Oui
2331,30,Bac+4,6,12,5,46.9,12.71,2.63475758,3.32623242,Non
2332,46,Bac+4,18,12,13,86.6,7.05,2.4543306,3.6509694,Non
2333,51,Bac+2,22,12,11,65.0,18.1,4.906005,6.858995,Non
2334,55,Niveau bac,13,12,999,59.8,12.01,3.54071614,3.64126386,Non
2335,19,Bac+2,0,12,0,36.0,5.8,0.783,1.305,Oui
2336,25,Niveau bac,2,12,3,25.0,6.85,0.2380375,1.4744625,Non
2337,53,Niveau bac,37,12,2,163.9,21.18,7.84536852,26.86865148,Non
2338,31,Bac+3,8,12,8,25.8,9.71,0.14279526,2.36238474,Non
2339,46,Niveau bac,1,12,23,21.8,7.64,1.2324848,0.4330352,Non
2340,47,Niveau bac,20,12,1,61.8,1.69,0.25170522,0.79271478,Non
2341,38,Niveau bac,10,12,3,34.3,16.4,1.5638056,4.0613944,Non
2342,44,Bac+4,11,12,21,180.1,0.99,0.47427534,1.30871466,Non
2343,25,Bac+4,1,12,999,39.8,8.89,1.04731312,2.49090688,Non
2344,41,Bac+2,21,12,22,131.7,14.51,12.36395649,6.74571351,Non
2345,36,Niveau bac,3,12,12,23.3,16.88,1.42769352,2.50534648,Non
2346,30,Bac+3,0,12,8,36.4,8.01,1.0350522,1.8805878,Oui
2347,39,Bac+3,2,12,6,23.3,12.33,1.17213912,1.70075088,Oui
2348,47,Niveau bac,12,12,13,45.5,6.47,1.07450525,1.86934475,Non
2349,39,Bac+2,14,12,7,94.0,30.2,10.50356,17.88444,Oui
2350,38,Niveau bac,11,12,15,23.9,9.36,0.90376416,1.33327584,Non
2351,35,Niveau bac,2,12,10,21.9,6.43,0.6195948,0.7885752,Non
2352,29,Bac+2,3,12,7,17.4,21.5,1.444026,2.296974,Oui
2353,37,Niveau bac,5,12,999,33.1,5.04,0.7173432,0.9508968,Non
2354,26,Bac+3,4,12,999,33.3,13.73,1.12473414,3.44735586,Non
2355,25,Niveau bac,7,12,0,19.1,10.47,1.28385234,0.71591766,Non
2356,27,Niveau bac,9,12,3,21.0,3.63,0.1280664,0.6342336,Non
2357,46,Niveau bac,27,12,20,83.0,8.96,0.5726336,6.8641664,Non
2358,34,Niveau bac,4,12,13,40.8,15.04,0.39272448,5.74359552,Non
2359,27,Niveau bac,4,12,4,23.6,17.52,0.7649232,3.3697968,Non
2360,55,Niveau bac,19,12,2,66.6,6.88,1.36087776,3.22120224,Non
2361,31,Bac+2,0,12,12,20.4,4.93,0.5883462,0.4173738,Non
2362,28,Niveau bac,4,12,2,17.8,4.85,0.094963,0.768337,Non
2363,37,Niveau bac,15,12,12,77.6,2.75,0.710622,1.423378,Non
2364,30,Niveau bac,4,12,3,28.5,13.13,0.26568555,3.47636445,Oui
2365,37,Niveau bac,5,12,10,21.0,14.5,0.71253,2.33247,Non
2366,39,Bac+2,13,12,999,112.0,21.2,4.63008,19.11392,Oui
2367,40,Niveau bac,2,12,7,23.2,7.61,0.96927048,0.79624952,Oui
2368,25,Bac+3,3,12,2,24.7,4.71,0.63869013,0.52467987,Non
2369,34,Niveau bac,2,12,0,21.4,15.76,2.27990464,1.09273536,Oui
2370,38,Niveau bac,19,12,11,78.0,20,2.6988,12.9012,Non
2371,32,Bac+3,9,12,0,92.1,10.44,3.10572252,6.50951748,Oui
2372,23,Bac+4,0,12,1,42.0,12.2,2.239188,2.884812,Non
2373,38,Niveau bac,5,12,999,22.4,1.26,0.01467648,0.26756352,Non
2374,32,Niveau bac,16,12,8,31.4,8.97,2.18848266,0.62809734,Non
2375,45,Bac+2,7,12,2,57.7,0.95,0.05755575,0.49059425,Non
2376,40,Bac+5 et plus,9,12,12,72.5,2.34,0.5174325,1.1790675,Non
2377,41,Bac+2,12,12,9,58.0,13.1,3.783804,3.814196,Non
2378,49,Bac+3,5,12,27,54.7,6.59,1.80596973,1.79876027,Non
2379,31,Niveau bac,4,12,0,18.4,12.9,0.2065032,2.1670968,Oui
2380,39,Niveau bac,8,12,18,25.4,10.5,0.901446,1.765554,Non
2381,36,Bac+3,8,12,17,65.9,7.11,1.9679058,2.7175842,Non
2382,30,Niveau bac,6,12,3,22.0,15.5,0.13299,3.27701,Oui
2383,33,Bac+2,4,12,8,79.0,12.6,8.550486,1.403514,Oui
2384,26,Bac+2,4,12,2,38.2,14.76,3.37171536,2.26660464,Oui
2385,22,Niveau bac,2,12,3,17.4,24.65,0.6090522,3.6800478,Oui
2386,54,Niveau bac,21,12,17,56.4,11.11,0.83338332,5.43265668,Non
2387,39,Niveau bac,9,12,11,54.5,21.78,5.2584543,6.6116457,Oui
2388,37,Niveau bac,4,12,1,26.3,3.68,0.44617424,0.52166576,Oui
2389,46,Bac+5 et plus,13,12,14,84.0,9.9,1.713096,6.602904,Non
2390,33,Bac+2,8,12,7,26.9,6.88,1.32696624,0.52375376,Non
2391,24,Bac+2,4,12,2,21.0,3.8,0.359898,0.438102,Non
2392,29,Niveau bac,11,12,8,51.0,31.35,4.15701,11.83149,Non
2393,21,Bac+2,1,12,2,13.8,3.09,0.08016696,0.34625304,Oui
2394,40,Niveau bac,15,12,20,33.6,6.82,0.28644,2.00508,Non
2395,29,Bac+2,1,12,10,27.3,30.23,1.37821593,6.87457407,Oui
2396,36,Bac+4,11,12,14,64.9,16.8,7.3705632,3.5326368,Oui
2397,42,Niveau bac,10,12,13,40.6,3.62,0.0881832,1.3815368,Non
2398,30,Niveau bac,8,12,0,30.8,14.05,0.454377,3.873023,Oui
2399,33,Niveau bac,8,12,4,44.2,2.2,0.257686,0.714714,Non
2400,31,Niveau bac,8,12,8,51.3,19.85,6.09964695,4.08340305,Oui
2401,37,Niveau bac,0,12,6,26.7,7.78,0.98254398,1.09471602,Non
2402,999,Bac+2,0,12,4,21.8,9.32,0.55467048,1.47708952,Non
2403,35,Bac+3,2,12,11,97.3,8.05,1.54303205,6.28961795,Non
2404,999,Bac+3,11,12,12,51.7,6.5,0.53768,2.82282,Oui
2405,62,Bac+2,4,12,5,38.0,11.3,0.94468,3.34932,Non
2406,38,Bac+2,18,12,15,178.4,6.66,3.8020608,8.0793792,Non
2407,45,Bac+2,3,12,26,48.5,10.57,0.8920023,4.2344477,Non
2408,21,Bac+3,0,12,2,16.6,3.94,0.20733068,0.44670932,Non
2409,28,Bac+2,6,12,5,33.0,20.5,1.09593,5.66907,Oui
2410,38,Niveau bac,7,12,15,30.6,20.35,1.1333322,5.0937678,Non
2411,27,Bac+4,0,12,1,39.1,4.97,0.70735028,1.23591972,Non
2412,29,Niveau bac,4,12,4,18.6,3.77,0.13253058,0.56868942,Non
2413,40,Niveau bac,17,12,8,53.8,14.68,3.86204376,4.03579624,Non
2414,34,Niveau bac,3,12,10,14.4,10.09,0.4940064,0.9589536,Non
2415,30,Bac+2,7,12,0,55.4,3.98,0.39909052,1.80582948,Non
2416,30,Niveau bac,10,12,10,31.5,15.58,2.5225578,2.3851422,Non
2417,40,Niveau bac,1,12,9,22.6,3.91,0.06008888,0.82357112,Non
2418,48,Bac+5 et plus,19,12,11,326.0,10.6,21.182828,13.373172,Oui
2419,999,Niveau bac,16,12,2,26.8,21.37,1.95868872,3.76847128,Oui
2420,27,Bac+2,5,12,2,26.3,8.73,0.4821579,1.8138321,Oui
2421,38,Bac+2,16,12,999,66.3,3.85,0.35990955,2.19264045,Non
2422,65,Bac+2,38,12,999,231.0,9.3,2.019402,19.463598,Non
2423,27,Niveau bac,3,12,7,14.0,6.48,0.2095632,0.6976368,Non
2424,36,Niveau bac,12,12,17,23.2,6.39,0.35134776,1.13113224,Non
2425,46,Bac+3,12,12,12,111.0,5.8,1.09446,5.34354,Non
2426,49,Bac+3,12,12,11,85.0,4.5,2.291175,1.533825,Non
2427,45,Niveau bac,24,12,14,69.0,3.2,1.333632,0.874368,Non
2428,21,Bac+2,0,12,1,15.0,4.1,0.246,0.369,Non
2429,25,Bac+2,1,12,3,28.0,5.02,0.6001912,0.8054088,Non
2430,49,Niveau bac,29,12,11,120.3,9.52,3.91677552,7.53578448,Non
2431,27,Niveau bac,11,12,3,32.0,10.73,0.8000288,2.6335712,Non
2432,32,Niveau bac,2,12,7,19.5,1.14,0.0875862,0.1347138,Non
2433,56,Niveau bac,3,12,16,38.0,18.7,3.716438,3.389562,Oui
2434,999,Niveau bac,8,12,3,19.4,29.47,3.99059164,1.72658836,Oui
2435,28,Niveau bac,7,12,9,23.0,6.33,0.58236,0.87354,Non
2436,34,Bac+2,14,12,5,61.6,12.17,2.2115324,5.2851876,Non
2437,30,Bac+4,3,12,999,38.0,11.9,0.795872,3.726128,Non
2438,44,Niveau bac,27,12,12,76.1,1.85,0.7405291,0.6673209,Non
2439,54,Bac+2,18,12,0,115.1,21.05,6.1055946,18.1229554,Oui
2440,31,Bac+5 et plus,2,12,4,48.8,4.83,0.81553584,1.54150416,Oui
2441,67,Bac+2,7,12,999,58.0,11.4,1.58688,5.02512,Non
2442,45,Niveau bac,12,12,5,40.6,3.3,0.7931616,0.5466384,Non
2443,36,Niveau bac,16,12,8,35.2,5.07,1.0618608,0.7227792,Non
2444,42,Bac+2,19,12,8,63.0,20.4,5.307876,7.544124,Non
2445,21,Niveau bac,4,12,1,18.3,4.84,0.20194416,0.68377584,Non
2446,999,Niveau bac,0,12,0,20.4,0.99,0.07512912,0.12683088,Non
2447,45,Niveau bac,13,12,7,65.0,28.6,10.72643,7.86357,Oui
2448,26,Niveau bac,1,12,1,18.3,14.37,0.46282896,2.16688104,Oui
2449,27,Bac+2,2,12,4,30.0,2.7,0.33777,0.47223,Oui
2450,999,Niveau bac,13,12,9,61.1,8.52,0.7548294,4.4508906,Non
2451,999,Bac+3,0,12,4,21.0,2.67,0.1255968,0.4351032,Non
2452,41,Niveau bac,10,12,20,38.4,24.13,1.03778304,8.22813696,Non
2453,999,Bac+2,0,12,1,31.2,2.1,0.4828824,0.1723176,Non
2454,36,Niveau bac,12,12,1,50.2,7.53,2.01477198,1.76528802,Non
2455,36,Niveau bac,17,12,15,72.9,2.21,0.78782301,0.82326699,Non
2456,25,Bac+3,0,12,999,19.3,17.38,0.17107134,3.18326866,Non
2457,999,Bac+2,3,12,5,64.0,9.4,1.034752,4.981248,Oui
2458,31,Bac+4,3,12,3,115.2,6.61,3.67790976,3.93681024,Non
2459,39,Bac+3,16,12,14,90.3,10.27,2.58739299,6.68641701,Non
2460,18,Bac+2,0,12,0,19.0,14,0.56392,2.09608,Oui
2461,47,Bac+3,9,12,1,106.1,4.41,1.52535726,3.15365274,Oui
2462,37,Niveau bac,14,12,4,67.0,13.4,2.118808,6.859192,Non
2463,31,Niveau bac,0,12,6,28.6,6.88,0.54898272,1.41869728,Oui
2464,999,Bac+3,0,12,999,22.0,10,0.8778,1.3222,Non
2465,30,Bac+4,4,12,7,30.0,9.2,0.88872,1.87128,Non
2466,34,Niveau bac,0,12,15,23.2,6.46,0.65793808,0.84078192,Non
2467,30,Bac+2,10,12,4,47.2,26.34,3.08325504,9.34922496,Oui
2468,21,Bac+3,0,12,0,20.0,4,0.4832,0.3168,Non
2469,57,Niveau bac,11,12,20,39.8,9.48,1.56958464,2.20345536,Non
2470,32,Niveau bac,16,12,4,38.4,14.38,1.50196224,4.01995776,Non
2471,27,Bac+3,5,12,8,18.4,2.35,0.1781488,0.2542512,Oui
2472,43,Bac+2,15,12,0,94.2,9.32,1.87002072,6.90941928,Oui
2473,31,Bac+3,9,12,6,34.0,7.36,1.4113536,1.0910464,Oui
2474,29,Niveau bac,4,12,3,23.9,13.63,1.40727024,1.85029976,Non
2475,999,Bac+3,5,12,3,50.5,4.7,1.552269,0.821231,Non
2476,29,Niveau bac,5,12,7,19.2,23.45,2.4628128,2.0395872,Oui
2477,34,Bac+3,11,12,2,45.6,5.9,1.0519464,1.6384536,Non
2478,49,Bac+2,16,12,12,56.9,2.73,0.2796066,1.2737634,Non
2479,36,Bac+2,15,12,1,145.2,11.41,6.51095676,10.05636324,Oui
2480,30,Niveau bac,10,12,11,37.5,9.93,0.73357875,2.99017125,Non
2481,23,Bac+4,0,12,999,28.0,3.1,0.33852,0.52948,Non
2482,51,Niveau bac,34,12,999,433.0,4.25,4.49021,13.91229,Non
2483,22,Bac+2,3,12,1,18.8,5.58,0.47101896,0.57802104,Oui
2484,26,Niveau bac,2,12,4,22.3,11.22,1.46870922,1.03335078,Non
2485,31,Bac+3,4,12,7,34.7,22.49,3.02015961,4.78387039,Oui
2486,41,Bac+4,14,12,4,63.3,5.4,0.7144038,2.7037962,Non
2487,25,Bac+4,0,12,3,30.0,4.9,0.20433,1.26567,Non
2488,55,Niveau bac,29,12,33,153.2,17.16,6.41454528,19.87457472,Non
2489,53,Niveau bac,17,12,9,59.0,0.5,0.032155,0.262845,Non
2490,34,Niveau bac,11,12,5,30.8,8.05,0.4760448,2.0033552,Non
2491,37,Niveau bac,20,12,7,58.3,7.59,1.05756783,3.36740217,Non
2492,39,Niveau bac,15,12,13,53.0,24.09,1.3789116,11.3887884,Non
2493,28,Bac+4,0,12,2,17.2,9.13,0.38002712,1.19033288,Non
2494,999,Niveau bac,11,12,3,61.7,5.29,1.76578613,1.49814387,Non
2495,999,Niveau bac,5,12,15,24.4,9.38,0.4920748,1.7966452,Non
2496,25,Bac+2,1,12,6,22.1,7.14,0.23826894,1.33967106,Non
2497,42,Bac+2,9,12,2,29.2,1.96,0.05265344,0.51966656,Oui
2498,32,Bac+2,6,12,8,26.4,12.92,1.2279168,2.1829632,Non
2499,43,Bac+2,13,12,11,36.6,10.75,2.3331585,1.6013415,Non
2500,44,Niveau bac,21,12,24,64.3,4.31,1.11407466,1.65725534,Non
2501,34,Bac+2,3,12,3,25.3,9.97,0.61546804,1.90694196,Non
2502,38,Niveau bac,9,12,13,52.6,8.79,1.11427314,3.50926686,Non
2503,37,Bac+2,4,12,2,32.0,3.2,0.140288,0.883712,Non
2504,36,Bac+2,8,12,999,42.0,3.1,0.753858,0.548142,Non
2505,31,Bac+4,0,12,6,28.0,4.5,0.06552,1.19448,Non
2506,33,Bac+2,3,12,3,36.0,18,2.18376,4.29624,Non
2507,999,Niveau bac,10,12,10,22.7,9.74,0.13708076,2.07389924,Non
2508,999,Bac+4,7,12,5,44.2,18.71,2.45613654,5.81368346,Oui
2509,45,Bac+3,10,12,0,120.3,3.99,0.89759439,3.90237561,Non
2510,41,Niveau bac,22,12,7,52.3,3.87,1.17190179,0.85210821,Non
2511,33,Niveau bac,3,12,10,19.9,24.25,0.38123425,4.44451575,Non
2512,42,Bac+2,21,12,20,83.2,12.12,6.43348992,3.65035008,Non
2513,23,Niveau bac,7,12,2,31.1,5.04,0.3291624,1.2382776,Non
2514,43,Bac+3,7,12,1,87.1,11.61,3.41796078,6.69434922,Oui
2515,30,Bac+3,6,12,4,20.0,9.7,0.51216,1.42784,Oui
2516,21,Bac+2,0,12,0,19.1,13.08,0.35475576,2.14352424,Non
2517,45,Bac+4,16,12,13,53.0,5.7,0.933489,2.087511,Non
2518,22,Bac+3,0,12,1,17.5,14.72,0.868112,1.707888,Non
2519,26,Niveau bac,7,12,4,37.6,2.98,0.532228,0.588252,Non
2520,30,Bac+2,9,12,5,38.0,18.65,0.290567,6.796433,Non
2521,35,Bac+2,0,12,1,35.2,4.06,0.52591616,0.90320384,Non
2522,999,Bac+2,12,12,5,42.1,9.24,1.17090204,2.71913796,Non
2523,26,Bac+2,3,12,3,21.6,3.83,0.43928568,0.38799432,Oui
2524,58,Bac+4,24,12,18,70.0,6.8,2.29908,2.46092,Non
2525,40,Niveau bac,18,12,1,66.9,8.72,1.11423288,4.71944712,Non
2526,42,Bac+2,12,12,21,33.9,7.22,0.9545562,1.4930238,Non
2527,43,Bac+2,3,12,5,18.6,15.58,0.93021948,1.96766052,Oui
2528,22,Niveau bac,2,12,1,21.1,2.94,0.2543394,0.3660006,Non
2529,48,Bac+4,2,12,15,57.0,11.45,2.623653,3.902847,Oui
2530,32,Niveau bac,8,12,1,24.2,17.57,0.99070202,3.26123798,Non
2531,26,Bac+2,3,12,4,40.7,17.86,1.42472792,5.84429208,Oui
2532,31,Bac+2,12,12,4,73.5,3.51,0.4334148,2.1464352,Non
2533,999,Bac+2,21,12,999,167.8,6.88,1.44308,10.10156,Non
2534,32,Bac+2,9,12,10,38.4,21.01,3.54178176,4.52605824,Non
2535,52,Niveau bac,34,12,999,160.9,10.78,5.75854664,11.58647336,Non
2536,35,Niveau bac,2,12,12,25.3,15.43,0.52310786,3.38068214,Non
2537,28,Bac+4,4,12,4,20.0,15.5,0.3038,2.7962,Oui
2538,30,Niveau bac,10,12,0,40.7,24.19,2.23488991,7.61044009,Oui
2539,24,Niveau bac,1,12,3,16.5,14.58,0.408969,1.996731,Non
2540,35,Niveau bac,8,12,10,43.2,1.99,0.2450088,0.6146712,Non
2541,32,Niveau bac,7,12,8,21.8,13.8,1.0048056,2.0035944,Non
2542,28,Bac+3,2,12,0,21.3,9.4,0.2482728,1.7539272,Oui
2543,31,Bac+2,10,12,5,41.0,17.9,0.359611,6.979389,Non
2544,49,Bac+4,1,12,8,51.0,11.2,1.862112,3.849888,Non
2545,33,Niveau bac,10,12,3,37.1,32.36,6.0628078,5.9427522,Oui
2546,48,Niveau bac,0,12,12,28.0,2.6,0.115752,0.612248,Non
2547,44,Niveau bac,14,12,999,51.5,11.62,2.8305739,3.1537261,Oui
2548,999,Niveau bac,11,12,3,54.4,4.22,0.8723584,1.4233216,Non
2549,38,Niveau bac,5,12,12,20.3,13.98,1.72546752,1.11247248,Non
2550,29,Niveau bac,6,12,999,20.0,11.62,0.2905,2.0335,Non
2551,44,Niveau bac,19,12,13,89.3,17.11,2.15437143,13.12485857,Oui
2552,25,Bac+3,1,12,2,47.6,9.3,0.6905808,3.7362192,Oui
2553,38,Niveau bac,21,12,9,75.4,1.43,0.36767302,0.71054698,Non
2554,32,Niveau bac,9,12,7,42.8,11.17,1.06610948,3.71465052,Non
2555,33,Niveau bac,15,12,6,71.0,11.21,4.2819958,3.6771042,Non
2556,28,Bac+2,7,12,999,88.0,10.6,2.210736,7.117264,Non
2557,54,Niveau bac,31,12,999,333.8,6.39,5.56708302,15.76273698,Non
2558,44,Niveau bac,7,12,9,33.7,9.67,0.4562306,2.8025594,Non
2559,34,Niveau bac,9,12,999,32.9,11.69,2.05376934,1.79224066,Oui
2560,999,Bac+2,0,12,4,32.8,16.63,1.27093112,4.18370888,Non
2561,23,Bac+2,2,12,999,25.0,10.6,0.5035,2.1465,Oui
2562,31,Bac+3,6,12,999,27.8,2.14,0.08566848,0.50925152,Non
2563,999,Niveau bac,1,12,14,25.1,2.96,0.38113848,0.36182152,Non
2564,26,Niveau bac,4,12,7,26.1,26.09,0.22471317,6.58477683,Oui
2565,18,Bac+2,0,12,0,19.0,5.2,0.31616,0.67184,Oui
2566,19,Bac+2,0,12,0,26.0,14.3,0.516802,3.201198,Oui
2567,41,Niveau bac,6,12,13,21.6,6.97,0.10689192,1.39862808,Non
